,Make,Model,Buyer_Gender,Buyer_Age,Buzzword,Country,City,Dealer_Latitude,Dealer_Longitude,Color,New_Car,Purchase_Date,Sale_Price,Discount,Resell_Price,5-yr_Depreciation,Top_Speed,0-60_Time
806,BMW,3 Series,Female,25,orchestration,Portugal,Aldeia de Além,39.4113773,-8.803326,Blue,False,2011-09-07,78394.46,0.2362,24392.14,0.13,144.3,10.8
807,Kia,Sephia,Male,71,De-engineered,Samoa,Mulifanua,-13.8474624,-172.0448001,Yellow,False,2019-09-23,32476.31,0.2512,8139.97,0.11,154.2,4.6
808,Lotus,Esprit,Male,71,bottom-line,Ivory Coast,Bouna,9.2716618,-2.9925577,Maroon,False,2003-11-15,11585.64,0.6883,23077.79,0.2,183.2,12.6
809,Lexus,LS Hybrid,Male,54,task-force,Philippines,Borbon,10.8379491,124.0251538,Puce,True,2010-09-21,95140.63,0.3938,23878.48,0.03,176.1,3.2
810,Lexus,GS,Male,30,real-time,Russia,Stupino,54.8843032,38.1642604,Turquoise,True,2010-04-18,59210.37,0.2045,18283.34,0.12,202.0,14.7
811,Mazda,929,Male,22,Public-key,Philippines,Bacolod,14.4400324,121.0299296,Puce,False,2018-06-20,19054.03,0.1304,37622.88,0.02,227.5,8.8
812,Daihatsu,Rocky,Male,35,Organized,Indonesia,Bindang,4.5475154,97.1574784,Blue,True,2006-04-24,12679.19,0.4266,6679.71,0.06,215.8,6.5
813,Saab,900,Female,47,algorithm,France,Cachan,48.7877067,2.3300777,Red,False,2004-05-06,19617.03,0.0248,24257.52,0.07,214.4,10.7
814,Jaguar,XK Series,Female,29,Integrated,China,Qingshui,34.749864,106.137293,Aquamarine,False,2002-04-17,34155.21,0.1018,14973.5,0.07,128.9,5.7
815,Ford,F-Series,Male,35,exuding,Brazil,Surubim,-7.8478439,-35.7570657,Yellow,False,2005-01-02,50650.27,0.558,32806.81,0.15,249.7,10.5
816,Toyota,Celica,Female,44,Secured,Russia,Zhigalovo,54.7991023,105.1718357,Pink,False,2008-05-21,35683.97,0.2596,21229.23,0.05,204.5,11.2
817,Buick,Somerset,Female,69,24 hour,Russia,Strogino,55.8024235,37.4219388,Aquamarine,False,2004-12-22,26558.94,0.0335,28800.37,0.24,125.5,7.0
818,Lamborghini,Murciélago,Male,56,Object-based,Czech Republic,Náklo,49.6546211,17.1296944,Aquamarine,True,2010-02-24,39915.41,0.4966,11487.39,0.12,243.7,2.6
819,Volkswagen,Fox,Female,62,Configurable,Peru,Santa Rosa,-11.806679,-77.1657716,Maroon,True,2019-02-11,83980.98,0.6632,9854.08,0.23,143.6,4.5
820,Ford,Escape,Male,38,functionalities,Russia,Rutul,41.5335463,47.4238117,Orange,False,2010-11-17,79667.79,0.4508,42029.11,0.07,193.2,6.5
821,Mitsubishi,Outlander,Male,68,system-worthy,Japan,Kakuda,37.9697625,140.7803658,Yellow,False,2016-07-07,10489.66,0.6255,11139.54,0.23,238.9,3.5
822,Mitsubishi,Montero Sport,Female,27,context-sensitive,Indonesia,Jombang,-7.5740867,112.28609,Violet,True,2019-11-24,48106.0,0.5663,49980.92,0.2,125.0,13.9
823,Mazda,Familia,Female,45,needs-based,Poland,Sępopol,54.2690259,21.0143445,Puce,True,2016-03-18,68243.88,0.1939,14679.86,0.13,212.7,13.6
824,Chrysler,LeBaron,Male,52,user-facing,Russia,Krasnoyarka,59.418208,60.514706,Puce,False,2019-08-04,48680.03,0.4178,39519.25,0.08,173.4,3.9
825,Plymouth,Prowler,Male,31,moratorium,China,Beishan,28.39895,113.02064,Crimson,False,2006-09-29,22073.74,0.4655,13081.98,0.07,145.8,8.6
826,Mitsubishi,Outlander,Female,53,emulation,Portugal,Venda do Alcaide,38.6093672,-8.887687,Fuscia,False,2017-01-07,31933.8,0.0082,2458.26,0.21,181.9,3.3
827,Honda,Civic,Female,69,asynchronous,Colombia,El Tambo,1.4081109,-77.391527,Mauv,False,2014-06-05,57034.78,0.255,12278.67,0.19,141.3,14.2
828,Dodge,Neon,Female,74,non-volatile,Indonesia,Ipuh,-2.9863926,101.5134398,Mauv,True,2019-11-03,86193.56,0.5893,41140.39,0.19,198.5,6.0
829,Mazda,RX-7,Female,43,background,Myanmar,Bago,17.3220711,96.4663286,Mauv,False,2004-09-01,31651.95,0.2225,40063.92,0.2,220.3,7.9
830,Mercedes-Benz,500SEC,Male,57,interactive,Philippines,Aurora,14.5458392,121.0044883,Fuscia,False,2017-07-30,61024.09,0.4409,33248.31,0.13,203.1,14.3
831,Mazda,Mazda6 Sport,Female,46,Persevering,Greece,Kinéta,37.9695509,23.2138496,Crimson,False,2006-07-25,54892.34,0.0999,20311.47,0.18,130.7,8.5
832,Buick,Reatta,Male,62,framework,China,Santai,31.095979,105.094586,Red,False,2020-03-12,72733.55,0.162,8922.16,0.16,139.1,9.0
833,Dodge,Neon,Female,63,Streamlined,Greece,Vamvakoú,37.2445983,22.5517042,Mauv,True,2015-08-07,76592.96,0.2035,46660.68,0.11,210.6,7.2
834,BMW,1 Series,Female,31,encompassing,Afghanistan,Deh-e Now,33.731926,67.068153,Green,False,2016-02-13,99184.49,0.559,4817.76,0.15,190.4,5.8
835,Chrysler,Crossfire,Male,22,multi-state,China,Yuandun,33.044814,106.656635,Aquamarine,False,2017-05-17,56637.09,0.3193,18567.96,0.03,173.0,14.7
836,Chevrolet,Tahoe,Female,22,help-desk,Thailand,Wat Sing,15.2081378,99.9688636,Indigo,False,2013-01-09,70940.33,0.0876,47674.05,0.15,154.7,4.5
837,Mercedes-Benz,M-Class,Female,69,encryption,Russia,Centralniy,51.2235476,37.8775538,Indigo,False,2008-06-22,64090.22,0.1295,16377.57,0.14,183.1,10.7
838,Mercedes-Benz,S-Class,Male,63,monitoring,Armenia,Dalar,39.9754634,44.5273861,Orange,True,2013-04-25,54523.2,0.3359,17276.76,0.14,177.5,8.3
839,Buick,Park Avenue,Male,59,complexity,Brazil,Brodósqui,-19.8078961,-43.9875878,Puce,False,2004-07-04,47282.95,0.2263,23078.1,0.12,224.5,12.1
840,Mercedes-Benz,S-Class,Male,27,Robust,China,Wantian,24.042666,114.345641,Crimson,False,2004-09-12,45525.44,0.2608,28519.48,0.1,211.2,9.2
841,Ford,Mustang,Male,32,eco-centric,Mozambique,Matola,-25.9239093,32.465802,Yellow,True,2007-06-18,69394.26,0.2478,17470.45,0.17,208.1,2.5
842,Lamborghini,Murciélago,Female,42,Configurable,United States,Beaumont,30.0435239,-94.2743628,Red,True,2005-06-01,75280.9,0.3082,16888.59,0.19,211.1,12.1
843,Honda,Civic,Male,35,Profit-focused,China,Balitai,38.94081,117.325744,Pink,True,2005-08-02,20568.54,0.1523,31522.99,0.2,161.7,12.7
844,Mitsubishi,Challenger,Female,52,monitoring,Albania,Poroçan,40.9357866,20.2899237,Green,True,2008-11-20,92256.82,0.6464,10502.28,0.25,134.1,2.5
845,Dodge,Avenger,Male,53,Front-line,Poland,Białośliwie,53.1406245,17.1259608,Fuscia,True,2014-03-20,63955.29,0.6686,4173.62,0.21,203.3,7.9
846,Bentley,Azure,Female,48,5th generation,Ukraine,Koloniya Zastav’ye,50.81667,27.03333,Teal,False,2005-05-31,33562.33,0.4538,5882.23,0.24,152.9,4.6
847,Toyota,Sienna,Male,43,Re-contextualized,Colombia,Carolina,6.724917,-75.282299,Fuscia,False,2008-10-13,60412.3,0.4565,48544.23,0.02,193.5,13.9
848,Nissan,350Z,Female,30,Future-proofed,Dominican Republic,Azua,18.4445307,-69.9316834,Turquoise,False,2005-01-01,55154.78,0.3776,15070.1,0.1,220.1,13.9
849,Pontiac,Firebird Trans Am,Male,45,Synergistic,South Korea,Bucheon-si,37.5034138,126.7660309,Mauv,False,2015-05-16,76950.78,0.0453,21588.47,0.07,223.2,4.6
850,Jeep,Patriot,Female,41,24 hour,China,Guanshan,31.753884,118.565462,Violet,False,2016-05-30,80700.31,0.2357,10995.43,0.25,236.4,3.1
851,Dodge,Viper,Male,61,Multi-layered,Peru,Palca,-11.3442564,-75.5655147,Purple,True,2004-12-26,55348.82,0.4987,6647.54,0.11,184.2,12.7
852,Nissan,Xterra,Male,35,initiative,China,Jialai,29.913085,97.817792,Maroon,True,2017-07-02,53183.09,0.5319,49295.34,0.18,203.4,4.0
853,Oldsmobile,Achieva,Female,71,strategy,Ukraine,Olyka,50.7113724,25.8291867,Indigo,False,2005-06-15,36799.78,0.1928,26749.2,0.15,148.3,3.8
854,Mercedes-Benz,GLK-Class,Male,60,capacity,Sweden,Leksand,60.6858505,15.0446489,Fuscia,False,2014-07-15,36029.34,0.4817,31381.92,0.24,223.4,5.6
855,Land Rover,Range Rover Sport,Female,66,Down-sized,China,Dalian,38.914003,121.614682,Pink,False,2013-09-22,89012.3,0.2176,29033.56,0.03,180.4,8.4
856,Mazda,Mazdaspeed6,Male,75,Front-line,Macedonia,Gevgelija,41.139883,22.5397872,Indigo,False,2004-12-12,82291.85,0.5481,28709.42,0.17,144.3,12.9
857,Pontiac,Vibe,Male,75,implementation,Estonia,Kose,59.1690031,25.208352,Turquoise,False,2018-01-30,15130.19,0.4381,11132.09,0.15,179.7,4.9
858,Mazda,B2000,Female,68,Intuitive,Croatia,Kraljevica,45.2646668,14.5795071,Yellow,False,2019-12-21,12396.47,0.5102,48139.98,0.17,199.0,13.1
859,Nissan,Pathfinder,Female,75,Cross-platform,Brazil,Itambé,-7.4443035,-35.148879,Violet,False,2016-09-18,86584.98,0.0446,3887.85,0.1,238.0,14.9
860,Chevrolet,Blazer,Male,46,challenge,China,Maikun,32.905305,101.755566,Pink,True,2012-04-14,17171.4,0.2993,43136.18,0.09,236.2,11.5
861,Chevrolet,Colorado,Male,67,project,France,Laon,49.5706463,3.6245097,Khaki,True,2019-01-05,71607.96,0.1739,43315.6,0.09,185.6,3.3
862,Ford,F350,Male,64,empowering,China,Jiantou,24.052487,114.701871,Red,True,2012-04-11,87900.7,0.4363,47150.92,0.01,212.1,6.6
863,Hyundai,Santa Fe,Female,48,artificial intelligence,Russia,Lukhovka,54.1456181,45.2504398,Purple,True,2003-07-26,83809.97,0.2443,17534.66,0.03,161.7,13.8
864,Dodge,Ram Van B250,Male,64,motivating,France,Mitry-Mory,48.9802395,2.612562,Crimson,True,2014-03-24,42022.64,0.4893,18509.48,0.07,248.6,3.4
865,Mazda,Mazda2,Male,66,Universal,Colombia,Villavicencio,4.0416578,-73.5829689,Purple,False,2015-08-09,32401.67,0.2756,21174.97,0.21,217.2,6.3
866,Lincoln,MKS,Female,20,Persevering,Russia,Odesskoye,54.2084536,72.9614362,Fuscia,True,2002-08-04,33509.85,0.3552,48775.31,0.02,234.7,3.9
867,Isuzu,Amigo,Female,61,Realigned,Brazil,São Sebastião,-23.7243543,-45.4306592,Orange,False,2013-04-13,74909.43,0.5765,47262.59,0.15,138.2,12.8
868,Mercury,Cougar,Female,31,Function-based,Greece,Itéa,38.4324927,22.4259628,Maroon,False,2014-10-05,21391.82,0.6424,40093.16,0.17,171.5,14.1
869,Subaru,Outback,Female,35,transitional,Ukraine,Vyshneve,50.3919,30.368267,Crimson,True,2018-12-30,48723.77,0.4331,33673.42,0.17,169.3,11.0
870,Kia,Sedona,Female,44,strategy,Germany,Hannover,52.3723858,9.6890537,Goldenrod,True,2017-10-29,48491.87,0.0863,30180.52,0.16,203.5,6.5
871,Chevrolet,Camaro,Female,32,Right-sized,Russia,Pamyat’ Parizhskoy Kommuny,56.1085807,44.4955531,Puce,False,2008-12-28,67200.28,0.0032,26532.67,0.19,141.4,4.8
872,Isuzu,VehiCROSS,Male,38,implementation,Indonesia,Ciparay,-7.0401751,107.7132895,Aquamarine,True,2009-03-05,25850.6,0.3956,17498.84,0.11,149.4,10.1
873,Plymouth,Voyager,Male,69,definition,Mauritius,Poste de Flacq,-20.1674203,57.7487911,Yellow,False,2019-10-16,79002.37,0.1253,35597.89,0.16,222.5,2.6
874,GMC,Sierra 1500,Female,61,maximized,Sweden,Umeå,63.8205484,20.3036711,Aquamarine,True,2009-03-01,94043.28,0.5112,8582.62,0.24,204.3,9.9
875,Ford,Fusion,Female,33,methodical,China,Guangping,36.483484,114.948606,Khaki,True,2017-07-05,55431.51,0.133,41343.8,0.05,179.3,14.1
876,Mitsubishi,Diamante,Male,23,projection,Pakistan,Mehrābpur,27.100102,68.3711064,Maroon,True,2014-02-13,58403.67,0.359,17911.62,0.09,224.8,7.7
877,Kia,Optima,Male,54,benchmark,Indonesia,Sukadami,-6.3636897,107.1100534,Goldenrod,True,2011-12-19,30410.32,0.2032,44624.95,0.14,193.1,13.6
878,Infiniti,G,Female,57,scalable,China,Fubin,31.297414,121.450653,Purple,True,2007-11-26,17966.65,0.1188,3157.64,0.07,210.5,11.0
879,Nissan,300ZX,Female,56,asynchronous,China,Bailu,30.2733296,120.1672735,Violet,False,2015-07-18,20078.96,0.0758,9958.06,0.12,172.9,13.3
880,BMW,X5,Female,56,Optional,Russia,Nerchinsk,51.9769348,116.5697117,Blue,True,2008-03-12,16198.96,0.021,32703.95,0.03,124.8,2.5
881,Chrysler,Voyager,Male,68,info-mediaries,China,Zhongtong,36.448127,116.0625588,Indigo,False,2015-01-02,61133.34,0.4655,9742.34,0.23,243.6,14.9
882,Mercury,Milan,Female,35,bifurcated,China,Zhongxing,30.920219,103.620536,Pink,True,2003-03-20,40077.95,0.3061,28540.81,0.22,209.2,7.5
883,GMC,Envoy XUV,Male,41,dedicated,Cyprus,Kokkini Trimithia,35.1529042,33.2110414,Goldenrod,True,2019-10-26,61810.1,0.6467,30370.26,0.03,244.8,6.8
884,Dodge,Caravan,Male,65,Diverse,Brazil,Álvares Machado,-22.0791603,-51.477858,Goldenrod,False,2010-10-10,95975.82,0.4194,6987.53,0.17,194.1,10.5
885,Lincoln,Town Car,Male,75,neural-net,Portugal,Fraga,41.136319,-8.2053479,Pink,True,2006-02-18,22108.85,0.2829,10367.06,0.14,134.8,12.9
886,Honda,Accord Crosstour,Male,33,definition,Sweden,Umeå,63.8191979,20.2821264,Red,False,2009-01-05,27512.86,0.1397,17257.59,0.2,217.0,10.6
887,Infiniti,Q,Male,66,asynchronous,China,Zhugang,45.76629,126.610421,Violet,False,2009-08-04,73122.87,0.5887,36161.32,0.15,192.8,9.0
888,Toyota,4Runner,Female,38,policy,Portugal,Manique de Baixo,38.731148,-9.3641114,Crimson,True,2017-12-18,26160.73,0.5018,15487.1,0.07,121.7,2.0
889,GMC,1500 Club Coupe,Male,22,dedicated,Kazakhstan,Akzhal,49.6927765,75.5895888,Violet,False,2016-09-17,15504.45,0.5711,16618.57,0.09,239.2,3.8
890,Chevrolet,Astro,Female,47,policy,China,Ningzhong,24.154316,115.743753,Teal,False,2004-08-26,23583.1,0.0619,49517.64,0.19,212.6,4.8
891,Volkswagen,rio,Male,40,interactive,Ukraine,Balky,47.3845072,34.9321089,Maroon,True,2012-06-07,92995.61,0.3879,34444.67,0.15,213.2,13.4
892,GMC,Yukon XL 2500,Female,52,global,Canada,St. Thomas,42.7665598,-81.1747498,Puce,False,2010-04-25,30448.4,0.5193,41350.5,0.04,180.8,7.6
893,Infiniti,G,Male,62,software,China,Ulan Us,44.30672,85.871393,Orange,False,2009-02-16,19298.41,0.5492,7979.39,0.08,185.5,5.6
894,Lexus,LX,Male,42,Graphical User Interface,Portugal,São Pedro,38.7930999,-9.3809443,Fuscia,True,2006-04-28,64443.76,0.4804,35334.51,0.21,184.9,5.2
895,Ford,Econoline E250,Female,22,intranet,Cuba,Alquízar,22.8064234,-82.5848464,Aquamarine,True,2014-02-27,37423.55,0.5881,48269.5,0.21,147.0,8.7
896,Pontiac,Bonneville,Male,39,value-added,United States,Atlanta,33.9216582,-84.3772367,Purple,True,2020-12-08,76736.78,0.3295,30158.4,0.03,161.2,7.0
897,Volkswagen,New Beetle,Female,37,middleware,China,Xiluodu,28.233802,103.640693,Pink,True,2008-07-29,43027.0,0.4248,32545.69,0.24,155.9,6.0
898,Chevrolet,Camaro,Male,71,Devolved,Argentina,Rawson,-37.9707308,-57.6258993,Indigo,True,2004-11-26,35645.0,0.4465,43321.6,0.15,209.2,2.2
899,Nissan,Pathfinder,Male,75,algorithm,United States,Nashville,36.0802326,-86.8320743,Red,False,2019-06-26,60846.49,0.5008,5940.96,0.15,191.9,11.0
900,Dodge,Neon,Female,75,Multi-lateral,China,Yanghe,29.26008,110.70434,Violet,True,2007-04-07,31676.96,0.5861,11727.53,0.02,224.8,14.7
901,Pontiac,G5,Male,23,attitude-oriented,Russia,Zakan-Yurt,43.2588087,45.4197638,Orange,True,2002-04-09,90975.77,0.5452,41334.23,0.08,240.6,11.1
902,Honda,Pilot,Male,39,coherent,Bulgaria,Burgas,42.5187534,27.4772798,Red,True,2009-03-21,62201.94,0.4213,26467.52,0.09,233.7,6.6
903,Subaru,Legacy,Male,60,optimizing,Philippines,Mindupok,6.0825,124.4327774,Indigo,False,2010-09-20,30092.21,0.2708,32596.58,0.23,222.8,7.4
904,Toyota,Camry,Female,61,Multi-tiered,South Africa,Ficksburg,-28.8999222,27.8750976,Purple,False,2006-07-30,75229.95,0.6501,34702.74,0.11,227.6,10.1
905,Chevrolet,Express,Female,58,definition,Russia,Demyansk,57.6437016,32.4624195,Pink,True,2003-07-12,63142.71,0.5784,19497.46,0.06,157.0,9.6
906,Honda,Element,Female,28,Ergonomic,South Africa,Cofimvaba,-31.9974697,27.6640187,Purple,False,2010-10-08,93257.52,0.3136,17022.87,0.16,131.5,4.0
907,Acura,RSX,Male,31,Front-line,Brazil,Itapecuru Mirim,-3.3937106,-44.3606211,Maroon,False,2012-08-30,28928.87,0.3839,26214.78,0.06,200.1,7.8
908,Hyundai,Sonata,Female,71,system engine,China,Chengzhong,24.315499,109.410683,Crimson,True,2019-09-13,97458.77,0.1942,26444.58,0.21,203.6,13.3
909,Toyota,FJ Cruiser,Male,29,clear-thinking,China,Xiema,24.479833,118.089425,Turquoise,True,2004-10-18,12085.05,0.4257,36994.19,0.14,139.2,11.6
910,Ford,Econoline E150,Female,34,multi-state,Russia,Bryansk,53.3249623,34.374358,Turquoise,False,2005-08-06,40294.78,0.2713,5918.64,0.21,210.2,2.9
911,Toyota,Land Cruiser,Female,28,artificial intelligence,Ireland,Dunlewy,53.2774963,-6.1157412,Orange,True,2006-06-24,58773.7,0.5909,3702.13,0.15,242.3,5.5
912,Lexus,RX,Male,64,Open-architected,Tajikistan,Kolkhozobod,37.5940751,68.5962593,Pink,False,2007-07-01,35406.37,0.0726,3227.54,0.16,198.6,5.4
913,Volkswagen,Cabriolet,Female,21,Re-engineered,Brazil,Francisco Morato,-23.2797384,-46.7452277,Mauv,False,2006-10-01,50442.6,0.3189,2358.71,0.11,230.4,8.6
914,Mazda,Miata MX-5,Female,42,time-frame,Indonesia,Gludug,-8.1221236,112.0640052,Aquamarine,False,2003-09-18,78577.28,0.0841,27913.84,0.09,225.1,2.3
915,Lincoln,Continental,Male,50,Centralized,China,Jieshui,22.816884,115.830376,Khaki,False,2003-02-04,31812.32,0.2211,11151.73,0.12,174.6,10.7
916,Chevrolet,G-Series G10,Female,51,Switchable,Armenia,Dzorastan,39.2687372,46.3568418,Blue,False,2014-09-12,49454.89,0.2573,38411.23,0.1,131.0,3.4
917,Dodge,Ram 3500,Female,44,approach,Russia,Yasenevo,55.600738,37.5321289,Purple,True,2011-10-03,99472.69,0.4139,11350.18,0.19,210.6,13.6
918,Chevrolet,Malibu,Male,42,stable,Philippines,Granada,14.5644981,121.0309439,Indigo,False,2016-02-10,55805.98,0.1006,44487.28,0.03,235.4,3.7
919,Kia,Sedona,Male,62,service-desk,Russia,Teeli,51.0069155,90.2135806,Teal,False,2017-08-27,14411.24,0.188,32633.3,0.2,163.8,14.2
920,Kia,Spectra,Female,60,strategy,Brazil,Poá,-23.5198964,-46.3408798,Mauv,False,2015-02-26,37561.98,0.1155,7928.09,0.06,236.4,4.5
921,Audi,A3,Female,58,Seamless,Mongolia,Bayshint,49.663978,90.2905901,Mauv,False,2009-01-05,82703.81,0.5298,33347.35,0.07,195.5,13.3
922,Chevrolet,Suburban 2500,Female,43,responsive,China,Huaguo,30.271087,120.166448,Khaki,False,2002-11-20,35426.05,0.1063,20936.64,0.07,214.7,14.8
923,GMC,Envoy XL,Female,71,project,Philippines,Kajatian,5.990033,120.953061,Fuscia,False,2012-06-12,68570.39,0.3414,40619.77,0.15,161.4,10.6
924,Lexus,SC,Male,71,Decentralized,Russia,Azovo,54.7047674,73.0410443,Orange,False,2005-01-03,15000.22,0.5341,5143.74,0.24,141.8,10.2
925,Jeep,Grand Cherokee,Female,37,framework,China,Yancheng,33.347316,120.16366,Aquamarine,True,2013-10-18,77020.66,0.2091,12119.65,0.22,192.5,5.1
926,BMW,M6,Male,66,demand-driven,Cuba,Guane,22.1998606,-84.0880839,Khaki,True,2005-09-16,81101.39,0.4312,15226.19,0.06,171.0,4.9
927,Subaru,Justy,Male,37,firmware,China,Shimen,29.584292,111.380014,Puce,False,2010-01-31,20882.48,0.0232,49176.59,0.13,215.2,2.5
928,Volkswagen,Golf,Female,70,encompassing,Slovakia,Bratislava,48.1206294,17.1168892,Aquamarine,True,2017-02-03,33272.88,0.1555,7864.75,0.1,200.8,13.0
929,Suzuki,Swift,Male,70,Advanced,Japan,Imaichi,38.1245942,139.7374194,Violet,False,2019-11-23,25220.3,0.1346,43088.07,0.08,197.4,5.9
930,Ford,F-Series Super Duty,Female,57,frame,Indonesia,Labuhansumbawa,-8.4734842,117.3998369,Goldenrod,True,2008-02-05,93979.57,0.1734,20528.02,0.13,163.5,4.8
931,Nissan,Cube,Male,54,synergy,Philippines,Luklukan,14.3254,122.7124,Khaki,True,2013-05-25,15761.31,0.3241,22476.38,0.05,233.4,13.6
932,GMC,Savana 2500,Male,43,encoding,China,Taibai,34.058401,107.319116,Goldenrod,True,2020-09-28,59902.41,0.604,35332.31,0.2,137.6,12.2
933,Nissan,Armada,Male,46,Profit-focused,Russia,Gremyachinsk,58.5735318,57.7549537,Crimson,True,2009-06-12,83391.14,0.646,17734.87,0.21,186.6,7.5
934,Hyundai,Santa Fe,Female,63,Monitored,Poland,Skoroszyce,50.5982316,17.3802606,Violet,False,2002-08-10,79999.63,0.0103,18747.48,0.13,210.9,7.2
935,Mazda,B-Series Plus,Male,24,client-driven,China,Baqiu,27.5558363,115.1613612,Orange,True,2012-07-12,55894.07,0.4267,5959.93,0.15,169.1,11.9
936,Saab,900,Male,65,solution-oriented,Brazil,Itapicuru,-11.2362892,-38.2322028,Violet,True,2015-07-01,63423.41,0.4039,40773.07,0.11,147.1,12.4
937,Acura,Legend,Female,30,homogeneous,Thailand,Narathiwat,6.4482939,101.8107351,Indigo,False,2002-02-13,87551.0,0.0874,21717.0,0.24,150.3,13.8
938,Mitsubishi,Expo,Male,67,knowledge base,Indonesia,Bogorame,-6.7751995,111.3515736,Puce,False,2016-12-06,42767.54,0.6651,5597.82,0.13,122.5,11.2
939,Aston Martin,Virage,Female,27,encryption,Thailand,Phra Pradaeng,13.6532561,100.5633676,Yellow,True,2016-09-13,46849.71,0.0859,15745.89,0.11,140.2,6.9
940,Toyota,Tundra,Female,59,solution-oriented,Indonesia,Bendosari,-7.6977621,110.8910556,Violet,True,2008-04-03,96070.87,0.1849,16989.09,0.24,222.2,6.6
941,BMW,1 Series,Female,31,productivity,Indonesia,Pondokaso,-6.7992297,106.7620174,Khaki,True,2003-04-25,90083.15,0.5038,2721.82,0.23,152.6,4.2
942,Hummer,H1,Female,54,Public-key,Malawi,Machinga,-14.9407263,35.4781926,Crimson,False,2005-07-22,70944.48,0.2073,7974.47,0.19,165.6,6.4
943,Acura,TL,Female,69,discrete,United States,Albany,42.6532844,-73.762495,Crimson,True,2003-07-30,65954.18,0.0711,21779.49,0.06,143.9,3.9
944,Nissan,Frontier,Male,43,high-level,Lebanon,Joubb Jannîne,33.6328198,35.7819158,Turquoise,False,2014-10-28,78239.54,0.2186,18617.54,0.01,246.7,8.3
945,Mitsubishi,Pajero,Female,64,Universal,Japan,Nichinan,31.5612018,131.34858,Orange,True,2007-08-26,12788.67,0.0558,43528.41,0.03,150.9,13.1
946,Fiat,500,Female,41,concept,Argentina,San Javier,-27.3895264,-55.9365393,Fuscia,True,2016-08-12,20151.68,0.4102,36026.48,0.02,129.7,5.4
947,Dodge,Ram 3500,Male,67,methodology,Egypt,Damietta,31.4175388,31.8144434,Pink,False,2004-11-10,12655.72,0.5253,7855.14,0.19,222.6,7.4
948,Volkswagen,Passat,Male,50,help-desk,Indonesia,Sbo’o,-6.8723784,107.5815795,Yellow,True,2008-05-06,76226.68,0.2045,16019.45,0.07,140.7,14.6
949,Infiniti,Q,Male,32,hierarchy,Mexico,Francisco Villa,19.3376878,-99.0591821,Aquamarine,False,2005-05-07,58834.85,0.6023,3566.68,0.19,156.1,6.2
950,Bentley,Azure,Female,53,national,United States,Saint Cloud,45.62,-94.25,Violet,False,2007-01-16,20072.56,0.4899,10852.78,0.03,142.0,4.0
951,Lincoln,Continental Mark VII,Male,38,support,Indonesia,Samadua,3.7334765,96.7999931,Red,False,2017-03-04,10695.87,0.0687,38297.63,0.03,145.2,13.1
952,Honda,Odyssey,Male,52,standardization,Greece,Koíla,40.3306084,21.7886602,Indigo,True,2012-09-16,42940.63,0.5241,8236.56,0.05,220.7,8.2
953,Pontiac,GTO,Female,75,4th generation,China,Qinghu,35.744798,96.4077358,Pink,False,2016-04-26,12251.82,0.257,2316.79,0.17,178.9,7.7
954,Buick,Rainier,Female,27,Cross-platform,Iran,Alvand,36.1860016,50.064982,Red,False,2017-09-22,23674.97,0.4544,2541.28,0.02,134.3,9.6
955,Mitsubishi,GTO,Female,43,superstructure,Canada,Macklin,52.33344,-109.93484,Purple,False,2012-01-24,47773.09,0.1431,47361.43,0.17,199.4,13.1
956,Jaguar,S-Type,Male,33,discrete,Czech Republic,Liběšice,50.3448824,15.3606459,Blue,True,2017-03-08,43317.69,0.467,17102.52,0.21,163.0,7.7
957,Volkswagen,Eurovan,Male,67,mobile,Norway,Harstad,68.787629,16.5529921,Teal,False,2013-04-26,12478.78,0.6466,17535.05,0.09,133.7,2.1
958,Porsche,Boxster,Male,71,website,Philippines,Minante Segundo,16.9022,121.76191,Crimson,False,2013-08-10,66541.43,0.275,23620.54,0.11,136.8,9.9
959,Mercedes-Benz,GLK-Class,Male,38,algorithm,Indonesia,Tutut,4.509193,96.128731,Purple,True,2006-01-30,95212.74,0.3649,12507.84,0.04,126.3,5.8
960,Pontiac,Grand Prix,Male,27,parallelism,Argentina,Saladas,-27.4413635,-58.7832105,Orange,False,2009-04-27,13689.21,0.6233,7780.57,0.06,141.5,8.7
